1,21310303  The purpose of the present study was to examine the hypothesis that calcium from vegetable sources is associated with osteoporosis risk and bone mineral density in postmenopausal Korean women with osteoporosis and age-matched controls (N = 144)
1,"21310303  However, in this population of low-dairy consumers, intake of calcium from meat and dairy products was not related to risk of osteoporosis and bone mineral density"
1,"21310303  Our results suggest that high dietary intake of calcium, especially plant calcium, reduces the risk of osteoporosis and increased bone mineral density in postmenopausal Korean women"
1,"21956827  Calcium/vitamin D was used by 35% of the menopausal women, none of the premenopausal women and 50% of the male patients and 18% of the menopausal women, 67% of the premenopausal women and 8% of men received no prophylaxis or treatment for osteoporosis"
1,"22716221  In addition, dietary and supplemental calcium and vitamin D, as well as weight-bearing exercise, for the preservation of bone mass and the decrease of fracture risk in patients with osteoporosis, were evaluated"
1,"24671370  For those consuming inadequate dietary calcium, calcium supplements have been a standard strategy for prevention of osteoporosis"
1,"2577588  Calcium deficiency and reduced mobility together with unknown reasons cause type II osteoporosis, which also affects males"
1,3465310  We have measured radiocalcium absorption and the fasting urinary calcium/creatinine and hydroxyproline/creatinine ratios in 30 postmenopausal women receiving prednisolone therapy and compared the patients with normal spine radiographs (N = 14) with those whose spine radiographs showed osteoporosis (N = 16)
1,"9536295  By controlling osteoporosis and restoring the proper calcium storage function of the bone, many diseases of old age which are due to or exacerbated by calcium deficiency and disturbed calcium distribution in the body, such as hypertension, arteriosclerosis and senile dementia, may also be successfully controlled"
2,10423619  Retrospective studies in adults suggest that childhood calcium intake is associated with risk of later osteoporosis and fracture
2,"10423619  In addition, common childhood clinical conditions, such as low calcium intake related to lactose intolerance or the use of glucocorticoid medications for chronic illness, are risk factors for the development of osteoporosis in childhood, not just in adulthood"
2,"10423619  An approach for physicians and other pediatric care providers for screening children for low dietary calcium intake, low bone density, and other osteoporosis risk factors using dual-energy X-ray absorptiometry and the use of calcium supplementation in clinical care are presented"
2,"10477499  Our conclusion from the MIR 97 mission is that an adequate calcium intake and vitamin D supplementation during space missions is mandatory but, in contrast to terrestrial conditions, does not efficiently counteract the development of space osteoporosis"
2,"10800873  Despite advertising campaigns promoting better nutrition and increased awareness of osteoporosis, many women are failing to achieve an adequate calcium intake"
2,12238730 The purpose of this study was to determine the extent and integration of osteoporosis knowledge in three age groups of women and compare knowledge to calcium intake and weight-bearing physical activity (WBPA)
2,"12238730  Knowledge about osteoporosis was limited and not associated with age, WBPA or calcium intake"
2,"14625125 CONCLUSIONS: Findings emphasize the need to expand education in all areas of osteoporosis health-related behaviors among ultra-orthodox women, and in calcium intake and exercise for secular women as well"
2,17999024 RESULTS: Higher lifetime calcium intake was associated with reduced odds of osteoporosis (peripheral BMD T-score &lt; or =-2
2,"19209265  In addition, the optimal standard of care for osteoporosis should encompass adequate calcium and vitamin D intake"
2,"21310303 Osteoporosis, which has become a serious public health concern, is influenced by diet, especially calcium intake"
2,"25208793  Nature and strength of association between loss of BMD, on one hand, and presuntive risk factors of osteoporosis and state of dietetic calcium intake, on the other, were assessed"
2,"25208793  Dietetic calcium intakes were independent of presumptive risk factors of osteoporosis and DMO ""t"" score in the region of interest"
2,"3288849  Health educational programmes, which are designed to prevent osteoporosis and which identify women who are most at risk of the disease, should provide sensible nutritional advice on an adequate calcium intake and regular weight-bearing exercise among other life-style changes"
2,8243426  In conclusion it can be stated that the data support the hypothesis that adequate calcium intake through milk and milk products in childhood and adolescence is a decisive marker for obtaining a maximum bone mass (peak adult bone mass) and for the prevention of osteoporosis
2,"8243426  Furthermore, it can be stated that increased calcium intake in the later years may not reduce the accelerated risk of osteoporosis resulting from inadequate calcium intake during childhood and adolescence"
2,"8837543 EVIDENCE: Relevant clinical studies and reports were examined, in particular those published since the 1988 Osteoporosis Society of Canada position paper on calcium nutrition"
2,9659411  Calcium intake appears as an obvious nutritional factor in the prevention of osteoporosis but its contribution is still not well established particularly when populations with different habitual levels of calcium intake are compared
2,"9659411  Nutritional studies demonstrate that, in general, adequate calcium intake during lifetime contributes to decrease the risk of osteoporosis"
3,15767828 The underutilization of calcium and vitamin D supplements in the prevention and treatment of osteoporosis is common among high-risk elders
3,15883457  Adequate nutrition plays a major role in the prevention and treatment of osteoporosis; the micronutrients of greatest importance are calcium and vitamin D
4,10935417 THERAPY: Calcium and vitamin D deficits should be substituted both in prevention and treatment of male osteoporosis
5,"12530170  Calcium and vitamin D are useful adjuncts to any specific treatment for osteoporosis, particularly when Calcium and vitamin D deficiencies have been diagnosed"
6,15162957  Calcium and vitamin D supplementation is not sufficient to treat persons with osteoporosis
7,"15912194  Variations in serum parameters like osteocalcin, c-telopeptide, levels of elements like Calcium, Magnesium, Phosphorus, concentration of vitamin-D metabolites, lactate levels, bicarbonate concentrations, amount of alkaline phosphatase are demonstrated in the course of development of osteoporosis"
8,19484202  Calcium and vitamin D constitute an important adjunct to any osteoporosis treatment
9,21213114  Calcium supplementation is effective in decreasing the occurrence of osteoporosis
10,22878667  Calcium and vitamin D supplementation as an osteoporosis-prevention measure is less effective than specific antiosteoporotic treatment
11,8990754  Calcium and vitamin D supplementation may prevent the development of osteoporosis in high-risk individuals and are useful adjuncts when used with other treatments
12,9309458  Calcium is also important later on in life to prevent bone loss and to help restore bone that might have been lost due to osteoporosis
